A,burntumber,rawumber,vanDykeBrown,burntsienna,rawsSenna,redochre,redlead,cadmiumred,alizarin,madderLake,lacdye,carminelake,vermilion,realgar,ylakereseda,massicot,yellowochre,gamboge,naplesYellow,leadtinYellow..II,leadtinyellow..I,saffron,orpiment,cobaltyellow,cadmiumyellow,chromegreen,cobaltgreen,cadmiumgreen,greenearth,viridian,phthalogreen,verdigris,malachite,bluebice,cobaltblue,azurite,egyptianblue,ultramarine,phthaloblue,smalt,indigo,mayablue,prussianblue,cobaltviolet,ivoryblack,vineblack,boneblack,lampblack,gypsum,chalk,leadwhite,zincwhite,titaniumwhite,lithopone
360.17,15.11,15.98,13.906,16.314,18.005,12.981,24.057,16.769,16.099,18.747,13.954,16.594,22.67,28.227,21.418,27.302,14.281,21.394,24.488,25.612,26.68,30.221,27.462,26.274,24.894,11.722,15.844,15.828,8.155,23.013,8.907,11.73,11.809,13.994,46.488,14.768,13.125,12.83,10.35,27.111,12.336,10.374,10.741,39.231,9.975,11.929,7.416,11.618,32.349,30.923,106.044,28.347,25.692,69.994
360.39,14.88,16.26,15.135,15.757,18.119,14.082,23.831,16.044,16.802,19.571,13.396,16.451,22.379,28.052,20.145,27.453,14.544,20.424,23.289,24.98,27.621,31.61,26.177,27.206,23.345,11.744,15.757,17.113,8.174,22.339,9.159,10.93,11.72,15.366,46.737,15.637,15.223,13.747,11.146,28.674,12.366,10.739,10.906,39.971,9.127,12.366,8.872,12.183,33.424,30.9,107.228,27.054,26.193,71.302
360.61,16.052,17.057,15.805,16.477,18.89,15.263,24.604,17.854,18.039,21.109,13.779,17.908,24.178,29.181,19.539,28.508,15.209,21.882,25.083,25.563,27.689,33.256,26.483,27.101,23.498,13.377,16.771,16.902,6.93,21.874,10.114,11.985,12.132,16.408,48.233,15.511,15.109,15.673,12.843,29.158,12.58,12.82,12.665,40.841,9.998,13.098,8.266,11.954,34.382,32.467,106.023,27.441,26.127,71.53
360.83,15.669,15.622,16.26,16.136,19.29,15.707,25.668,18.192,18.223,21.081,14.072,17.499,22.856,27.965,19.196,27.584,13.862,20.73,25.434,24.593,27.607,33.541,26.065,26.82,23.456,13.574,16.338,16.338,7.169,21.104,10.599,11.502,12.382,17.467,50.323,15.155,15.482,15.824,12.522,29.756,12.515,13.083,12.335,41.57,10.786,13.838,7.453,10.646,33.951,33.206,107.336,27.622,25.683,71.622
361.05,16.015,16.432,16.695,16.324,19.414,16.54,25.919,19.484,19.523,21.091,15.189,17.066,22.79,28.044,19.754,26.622,15.451,22.227,24.961,25.077,27.727,33.375,26.089,27.001,24.629,14.532,16.71,17.885,6.327,20.643,10.615,11.828,12.492,18.433,50.348,15.621,15.559,17.46,13.226,31.242,12.855,13.404,13.589,41.664,10.901,13.898,8.552,9.966,33.554,32.679,108.568,28.26,26.422,72.52
361.27,18.015,17.163,17.786,17.171,20.691,18.682,27.22,22.351,21.825,21.78,18.023,19.431,24.218,28.524,20.995,28.064,16.378,25.041,25.263,26.819,28.613,35.445,26.79,28.383,25.937,15.511,19.209,19.594,4.386,22.321,12.287,14.807,13.369,20.513,51.104,17.763,18.282,18.742,13.628,31.807,15.066,14.481,15.214,42.893,11.879,16.281,11.079,11.872,31.919,33.519,106.766,30.347,28.768,72.729
361.49,18.36,17.539,18.792,17.656,20.661,19.496,26.664,21.797,22.149,21.907,18.352,19.276,24.597,29.801,21.387,27.499,16.989,25.154,25.814,26.796,29.962,34.938,26.693,28.972,27.016,16.19,18.858,19.261,6.551,22.244,12.335,15.406,13.823,20.463,51.869,18.015,18.374,19.936,14.109,32.505,15.846,14.988,15.934,42.466,10.627,15.67,12.02,12.863,32.041,33.524,108.077,30.973,30.365,73.476
361.7,18.174,15.709,17.894,17.239,20.131,19.145,26.473,20.617,21.279,21.205,17.563,19.057,23.56,29.674,19.579,26.54,15.459,23.883,24.906,26.827,29.233,33.839,26.142,27.967,27.305,15.783,18.071,18.122,6.759,22.419,11.118,14.929,12.678,20.234,51.799,17.026,19.079,18.262,14.002,31.028,13.296,14.392,14.267,42.962,10.014,15.9,11.493,12.398,32.396,33.625,108.594,31.366,28.666,73.299
361.92,18.331,17.434,17.058,17.398,20.847,18.787,26.271,21.744,22.279,22.525,17.919,19.965,24.297,30.096,19.459,26.582,15.966,24.449,25.273,27.008,29.214,33.43,26.285,29.011,27.724,15.988,18.772,18.049,6.196,23.234,11.505,15.757,13.154,21.708,52.267,17.695,18.57,17.485,15.656,31.456,13.233,14.137,14.072,42.44,9.914,14.817,11.266,12.958,33.228,32.07,106.877,31.109,26.835,73.65
362.14,18.506,16.186,16.938,17.509,19.316,17.321,26.733,21.861,22.938,22.331,18.029,19.085,23.234,28.642,19.099,26.09,16.2,22.764,24.919,27.326,28.005,31.786,24.723,27.832,26.581,16.54,17.531,16.605,7.129,22.844,11.364,13.482,12.47,21.001,52.216,17.169,17.979,16.981,15.253,31.671,12.239,13.533,14.118,43.071,8.906,14.249,10.822,12.579,32.012,29.914,107.106,30.268,26.711,73.079
362.36,17.89,17.438,16.593,16.535,19.911,17.231,26.713,21.337,22.778,22.656,19.223,18.198,23.445,28.584,18.972,27.58,16.456,23.782,25.38,27.329,27.824,31.279,25.079,28.168,26.849,16.105,16.148,16.478,8.021,21.983,11.69,14.593,11.203,22.155,51.39,16.499,17.739,15.912,15.661,31.207,11.826,14.041,14.7,42.524,9.346,13.955,11.016,13.511,33.864,28.835,107.232,29.422,27.53,72.742
362.58,17.834,16.472,16.209,15.975,18.643,16.592,26.109,22.738,21.971,21.61,20.346,17.281,22.646,26.67,18.48,25.534,16.337,23.994,24.711,26.833,28.351,31.091,24.846,26.563,26.705,15.208,16.493,14.697,9.039,22.681,11.341,15.116,11.589,21.191,50.891,16.28,18.395,15.542,15.109,30.672,11.745,14.229,13.782,41.516,8.58,13.654,11.319,11.859,33.286,27.514,106.777,29.331,26.854,72.656
362.8,17.354,16.613,14.869,15.731,17.403,15.147,25.625,22.044,20.977,21.617,19.873,17.14,22.642,25.311,18.713,24.991,16.521,23.447,23.774,25.361,27.909,29.447,25.447,25.247,25.945,14.015,15.51,13.225,8.282,22.664,9.844,14.606,11.246,20.073,50.103,16.03,15.78,14.969,13.88,28.906,11.666,13.745,12.35,40.843,7.88,12.784,10.89,10.592,33.189,26.614,106.719,29.632,26.465,71.493
363.02,15.308,15.173,12.887,14.411,16.668,12.93,23.51,19.879,20.256,20.634,18.419,16.091,21.025,24.066,17.693,23.674,15.885,22.229,21.759,24.158,26.223,27.148,23.567,23.816,25.988,11.883,13.143,11.513,7.965,21.766,7.889,13.499,10.239,18.213,47.818,14.916,15.066,11.897,12.325,27.782,10.851,11.933,10.481,38.754,5.91,11.89,10.103,9.776,32.286,25.005,105.824,29.569,25.297,69.697
363.24,14.145,15.118,11.223,13.394,16.121,11.858,22.641,18.162,20.038,19.857,18.104,15.854,20.564,24.387,17.073,22.634,16.078,22.497,21.458,24.171,25.685,26.471,23.016,23.997,26.342,10.892,12.651,11.649,8.468,22.252,6.593,13.272,9.55,17.506,46.66,14.794,14.505,11.57,11.923,27.748,10.264,11.007,9.853,37.471,5.352,10.105,9.636,10.048,32.399,23.723,106.434,29.869,24.365,70.16
363.46,14.069,14.96,11.69,13.213,16.841,11.676,21.977,17.985,19.128,20.946,18.581,17.515,21.086,25.072,16.511,23.325,15.241,21.549,21.297,24.525,25.184,27.388,23.072,24.104,25.247,11.108,13.985,10.35,8.956,22.651,7.649,12.925,8.841,17.255,48.326,14.595,14.097,10.294,12.203,27.135,11.431,10.589,9.087,36.847,5.291,10.231,10.568,10.947,33.106,24.56,103.803,29.121,24.805,69.125
363.68,12.489,14.976,11.552,12.83,15.75,9.967,22.08,17.207,19.402,20.979,17.271,15.58,20.88,23.97,16.652,23.238,14.876,18.471,20.688,23.728,25.959,26.939,22.705,23.188,23.913,10.55,11.964,10.251,10.016,21.86,7.154,10.5,8.816,15.999,48.622,13.64,13.321,8.887,11.452,26.826,9.101,9.619,8.262,36.125,4.703,9.47,9.022,9.847,32.974,24.304,103.751,28.758,22.776,68.876
363.9,12.427,14.846,11.773,12.406,14.523,10.296,22.027,16.928,18.328,19.84,17.125,16.619,21.077,23.356,16.154,23.258,14.839,18.525,21.492,23.834,25.811,27.52,23.651,21.999,23.525,11.07,11.829,9.909,9.159,23.792,6.913,9.614,9.002,15.718,48.998,12.954,13.292,8.334,11.098,26.915,9.452,9.002,7.708,36.325,5.043,9.122,9.438,9.276,32.499,23.891,103.305,28.736,22.364,69.477
364.12,11.96,14.562,12.231,10.951,14.854,9.706,21.095,16.851,17.561,18.528,17.067,15.94,20.643,22.814,15.773,22.278,13.212,17.296,21.213,22.716,24.963,26.48,22.709,21.227,22.758,10.311,10.791,9.65,8.852,22.535,6.526,9.198,9.574,15.453,48.828,11.849,11.8,7.124,9.413,26.202,10.958,7.201,7.145,35.295,3.994,8.133,7.674,9.643,33.228,22.494,103.228,27.169,21.68,69.429
364.34,11.876,14.85,12.851,10.982,14.816,8.861,21.869,16.705,15.771,18.07,17.128,14.618,20.593,21.965,15.696,21.726,13.909,15.184,20.771,21.842,24.966,26.726,23.158,20.28,22.715,10.246,9.809,9.488,9.462,21.637,6.303,9.161,9.345,14.611,48.533,12.469,11.508,8.165,7.892,25.825,11.235,7.019,7.156,35.109,4.243,8.124,8.472,9.488,33.584,23.622,103.424,27.64,22.19,68.752
364.56,11.648,14.916,12.408,11.262,15.16,8.34,20.442,16.591,15.96,16.584,16.788,14.096,21.405,22.625,15.276,22.585,12.231,14.964,20.401,22.402,25.053,26.632,22.835,21.229,22.924,9.662,9.987,9.946,7.897,20.795,5.919,7.973,9.94,14.903,48.749,12.116,10.93,8.407,6.902,24.53,10.285,8.021,6.902,35.691,4.773,8.516,8.353,10.157,33.376,23.595,103.478,27.412,22.049,69.618
364.77,11.669,13.288,12.816,11.906,15.548,8.297,19.467,17.909,15.575,16.924,15.366,14.024,20.89,22.105,15.238,21.133,12.202,14.577,19.325,21.949,24.924,27.15,22.631,20.594,21.916,10.82,10.759,9.727,8.161,20.364,6.745,6.921,11.035,14.61,49.241,12.621,10.617,9.457,5.821,23.71,10.927,7.987,6.691,35.966,3.804,7.744,7.825,9.079,32.176,24.931,102.658,27.548,22.044,70.887
364.99,10.535,13.945,12.519,12.439,15.047,7.543,18.868,17.727,15.863,16.486,14.363,14.761,20.679,22.809,15.531,21.091,12.094,13.295,18.729,21.482,23.658,26.504,22.656,19.89,21.927,10.9,11.584,9.394,6.725,18.789,6.369,5.838,11.166,14.669,48.424,11.763,9.341,8.538,5.387,23.147,11.179,7.722,6.342,36.104,3.994,8.446,7.464,9.222,32.502,24.494,102.455,26.61,21.469,69.953
365.21,10.307,12.171,11.716,11.413,14.193,6.467,17.756,16.84,15.286,14.726,12.921,13.732,19.428,22.879,13.56,19.514,10.867,12.553,18.552,21.615,22.708,26.232,20.765,18.849,21.062,10.781,10.913,8.588,7.538,17.947,6.889,5.269,10.636,13.817,48.116,10.241,8.173,7.686,4.222,23.426,9.233,6.283,6.197,34.754,3.431,7.699,5.058,9.161,33.091,23.564,101.594,25.468,20.811,69.27
365.43,10.714,12.013,12.324,10.806,14.395,6.887,17.872,16.796,13.808,14.91,12.581,12.917,18.973,22.549,13.716,18.307,10.298,11.915,19.752,21.269,22.543,27.675,22.265,19.138,19.956,11.156,10.767,9.85,8.706,18.07,6.696,5.238,10.179,13.485,49.617,10.034,7.488,8.787,4.15,23.809,8.616,5.647,5.799,36.449,3.186,6.828,5.786,8.913,33.553,23.143,101.372,24.515,20.359,70.412
365.65,12.278,13.21,13.106,11.268,14.368,6.582,18.115,17.643,13.52,15.552,13.229,12.536,20.478,23.986,14.323,19.72,10.459,12.452,19.966,20.581,22.257,26.917,23.28,19.131,19.229,12.019,10.776,10.103,7.644,18.594,7.126,5.482,10.252,14.193,50.845,9.656,7.702,8.673,4.822,23.5,8.77,5.165,5.993,36.981,3.275,7.954,6.498,9.184,33.782,23.584,101.152,23.882,20.575,72.183
365.87,11.884,11.832,12.335,10.465,13.642,5.674,17.623,16.669,12.145,13.884,11.126,10.975,19.042,23.264,14.414,19.074,10.047,11.322,20.153,20.088,22.042,26.428,23.591,19.512,18.623,11.42,9.714,9.903,7.722,17.937,6.439,5.001,10.099,13.159,50.092,9.014,7.825,9.145,4.393,23.251,8.805,5.733,5.87,37.064,3.726,8.321,5.563,8.799,34.193,23.147,102.772,22.813,19.369,73.049
366.09,11.788,11.527,11.469,9.634,13.095,5.751,17.018,16.322,9.732,13.407,9.914,10.174,18.313,22.587,13.622,18.475,10.389,11.196,19.562,19.744,20.615,26.112,22.736,19.334,18.313,10.851,9.4,9.107,7.226,17.499,5.191,5.269,9.712,12.295,49.375,7.826,6.733,8.281,4.495,22.587,8.041,5.256,5.263,37.419,2.999,7.546,5.237,8.698,35.406,22.092,104.385,22.235,19.217,73.244
366.31,11.974,11.745,11.732,9.519,13.761,5.041,16.615,16.131,10.416,14.101,9.885,9.146,18.062,23.437,14.141,19.738,9.597,11.273,19.725,19.372,20.137,26.108,22.193,19.908,17.126,10.134,10.134,9.394,7.479,17.44,5.002,6.592,9.833,12.386,49.126,8.354,6.874,8.386,4.157,22.71,7.98,4.818,5.545,38.272,2.992,7.574,5.427,8.439,36.248,22.082,104.962,22.501,19.391,73.997
366.53,11.749,12.369,12.511,12.149,14.243,5.655,16.156,16.117,11.264,15.271,10.489,9.913,18.218,23.75,15.807,21.449,11.238,12.847,20.208,21.345,21.869,27.556,22.36,19.691,17.352,11.632,11.548,10.333,6.942,18.34,6.23,7.393,10.333,13.494,49.897,9.984,7.348,10.657,5.558,23.174,7.6,7.244,6.508,39.195,4.343,8.602,6.663,8.976,34.196,22.974,104.84,24.493,20.751,74.066
366.75,11.755,10.818,11.516,12.762,14.157,5.864,14.913,15.914,12.123,15.843,9.882,10.166,17.271,23.697,16.663,21.243,10.696,13.763,20.319,20.946,21.94,26.92,21.85,19.518,17.555,12.42,11.264,9.74,6.766,18.356,6.556,6.872,9.468,13.079,49.254,7.989,7.208,11.115,6.271,22.954,6.879,7.208,6.368,38.823,3.979,8.952,6.756,8.422,33.884,21.32,104.469,22.831,21.501,74.501
366.96,12.407,11.612,12.299,12.464,14.723,7.902,16.46,16.282,11.777,16.714,10.746,10.867,17.077,24.407,17.077,20.538,12.35,14.876,21.232,21.213,22.396,28.142,22.536,20.08,18.019,13.361,11.548,9.868,7.886,20.354,7.921,8.774,9.188,13.342,50.156,9.347,9.347,12.432,8.131,24.572,8.57,7.304,7.234,38.633,4.212,9.525,6.992,8.551,34.454,21.69,104.047,23.815,22.466,74.874
367.18,12.509,11.957,11.568,11.631,12.885,8.145,16.59,14.628,11.549,15.869,11.123,10.835,17.048,23.393,16.697,20.685,13.8,14.872,21.33,21.437,22.083,28.503,21.826,19.75,19.161,12.879,10.747,10.12,7.01,21.023,7.474,9.267,9.844,13.65,49.075,8.954,10.816,11.819,9.198,24.754,8.389,7.543,7.129,38.811,4.414,10.195,7.098,9.468,35.076,21.387,104.032,23.933,22.378,75.503
367.4,14.35,12.575,12.494,12.15,14.85,8.931,18.369,15.337,12.075,16.481,11.069,10.656,18.231,24.006,16.437,21.388,14.644,15.656,21.544,21.281,22.562,29.081,22.594,20.444,19.9,12.712,10.813,11.612,7.052,22.175,7.85,10.281,9.25,14.319,49.831,10.256,12.275,13.706,9.562,25.356,9,7.812,7.675,38.869,4.962,9.613,7.763,10.769,35.437,21.681,104.794,24.881,22.931,76.575
367.62,14.659,14.481,13.845,12.983,16.071,10.372,19.331,16.457,12.873,16.879,11.901,12.268,20.597,24.499,18.518,22.945,14.977,16.928,23.098,21.826,23.135,28.987,23.074,22.853,20.915,13.344,11.736,11.644,6.388,24.003,7.479,11.222,10.329,16.591,51.052,11.821,14.286,14.329,11.356,25.636,10.402,8.195,7.705,40.007,6.446,11.375,9.601,11.344,35.039,24.125,104.256,26.107,24.236,77.446
367.84,14.512,14.717,13.561,13.904,14.47,10.092,19.028,16.475,13.832,16.824,12.766,12.591,21.389,25.08,18.047,23.719,15.024,17.649,21.605,21.551,23.406,27.398,21.774,22.599,20.425,13.013,12.856,10.773,5.132,24.309,7.551,11.092,10.634,16.921,50.196,12.368,14.452,14.259,11.838,24.568,11.339,9.093,8.364,40.025,7.081,11.399,10.074,11.423,35.398,24.472,104.775,26.338,24.381,77.612
368.06,13.969,13.276,12.405,13.133,13.575,9.249,18.963,16.129,13.867,15.15,12.31,11.803,20.914,22.961,16.809,22.501,14.195,16.296,21.081,21.236,23.188,27.77,20.622,21.505,20.341,12.238,12.173,10.305,6.034,24.023,6.916,10.203,10.645,15.633,47.903,11.761,13.306,13.503,10.52,24.488,10.323,8.682,7.817,38.964,6.796,10.484,9.261,11.104,36.09,24.041,104.439,26.225,24.077,76.801
368.28,13.162,13.42,11.897,13.033,13.677,9.565,18.721,15.938,14.597,15.294,12.728,11.182,21.081,21.368,16.448,21.896,13.349,15.874,20.648,20.255,22.534,27.536,20.443,20.624,19.388,11.27,12.383,10.151,5.73,24.162,6.303,10.098,9.712,15.288,47.71,12.131,13.062,12.617,9.694,24.701,9.489,8.124,7.808,37.863,5.834,9.659,8.247,10.339,35.126,23.518,102.56,26.459,23.073,76.254
368.5,14.132,13.735,12.814,14.995,13.286,10.425,18.432,16.596,15.985,15.968,13.902,12.848,21.414,21.477,16.492,22.076,13.217,17.079,21.748,20.527,21.984,27.832,21.586,21.172,19.059,12.146,13.977,11.576,6.313,24.459,7.512,11.127,10.408,16.354,47.928,12.935,14.259,13.977,10.54,24.534,10.684,8.986,8.548,38.556,6.746,10.051,8.698,11.329,35.329,24.971,102.775,27.423,24.148,76.537
368.72,13.663,13.589,12.498,14.527,12.418,10.435,17.977,16.499,15.004,15.675,13.799,13.004,20.926,20.284,15.419,19.807,13.214,16.613,20.199,20.421,22.04,27.855,20.779,21.409,19.744,11.554,12.441,10.997,5.444,23.677,7.116,9.855,9.662,16.471,47.906,12.396,13.407,13.464,10.77,24.035,9.344,9.076,7.065,37.63,6.689,9.986,7.747,11.571,34.37,24.825,101.898,26.303,23.62,76.38
368.93,14.042,13.643,11.685,13.496,11.966,10.245,18.594,16.709,14.695,15.769,13.283,12.698,20.748,20.388,14.684,18.706,12.934,16.045,19.977,18.672,21.654,27.826,20.923,21.986,20.343,11.572,12.186,11.539,5.316,23.471,6.97,10.346,9.603,15.556,47.308,12.118,13.159,13.71,10.588,24.63,9.66,8.585,6.498,36.805,6.02,9.097,7.617,10.757,35.63,24.793,101.553,25.873,23.01,76.101
369.15,13.89,14.035,11.419,12.13,11.335,10.886,18.764,16.685,14.416,14.814,13.273,11.525,20.288,19.509,13.761,18.299,12.315,15.89,19.683,17.896,21.291,28.255,20.624,21.907,19.504,11.228,12.136,11.122,5.382,24.406,5.805,10.192,9.536,15.761,47.294,13.077,13.408,12.634,10.567,24.473,9.558,8.998,6.214,36.525,5.681,8.421,6.382,10.584,34.889,25.543,101.72,25.6,22.686,76.137
369.37,12.303,12.753,9.677,11.347,10.369,9.818,17.808,15.851,13.675,14.693,11.572,10.802,18.798,19,12.635,17.027,11.016,14.552,18.832,17.195,20.816,27.103,19.641,21.013,18.646,10.363,11.42,10.757,5.31,22.56,4.954,8.187,9.008,14.575,45.98,12.146,11.392,10.723,9.514,23.684,8.834,7.664,5.927,36.561,5.224,7.141,5.617,9.542,35.815,25.231,102.98,24.505,21.705,75.692
369.59,11.805,13.31,10.266,12.052,11.429,9.671,18.112,16.247,14.922,15.045,12.002,10.71,20.195,20.134,13.288,17.208,10.053,13.911,18.836,16.775,20.246,27.508,19.757,21.212,19.055,10.306,10.839,11.232,5.278,22.56,5.077,7.773,8.402,13.978,47.888,12.434,11.502,10.912,9.323,24.57,9.519,7.43,5.599,37.212,5.375,7.054,6.077,10.03,35.312,25.357,103.482,24.436,20.959,75.856
369.81,10.242,11.971,8.512,10.365,9.621,9.184,16.152,14.171,13.18,14.361,11.171,9.514,18.737,18.905,12.318,16.325,8.837,12.732,18.614,16.907,20.159,26.897,18.514,20.607,16.588,10.102,9.094,9.374,5.79,22.023,4.164,6.514,7.511,12.76,47.218,11.523,10.158,9.397,8.165,24.133,8.591,6.095,5.043,36.814,4.656,6.587,5.076,8.395,34.138,24.67,102.63,22.829,20.495,74.295
370.03,10.624,11.45,8.242,10.18,9.343,9.265,15.551,14.596,12.102,14.287,11.467,8.731,17.844,18.119,11.827,16.198,8.259,11.961,17.411,16.186,20.254,26.648,18.495,19.304,16.523,10.338,8.394,9.619,5.273,20.091,4.287,5.736,7.09,11.81,46.845,11.208,9.501,9.456,7.399,23.99,8.523,6.472,5.326,37.086,3.59,5.832,4.776,8.231,34.481,23.653,103.613,22.777,20.085,74.369
370.25,11.258,10.779,8.599,10.09,10.284,9.556,16.191,14.395,12.12,14.239,11.725,8.499,16.953,17.359,12.42,16.191,8.349,11.903,17.687,16.886,20.285,27.36,18.894,18.444,16.714,10.429,7.909,9.35,6.088,20.752,4.305,6.252,7.086,11.875,47.722,10.902,10.379,9.606,7.37,25.179,8.688,7.108,4.667,36.915,3.71,6.118,4.394,8.827,34.114,23.9,103.493,23.183,20.485,74.915
370.47,11.075,11.14,9.594,11.299,10.938,10.463,15.429,14.703,11.845,14.708,12.632,9.709,16.817,17.784,13.162,16.249,9.184,12.555,17.494,17.494,20.346,26.799,18.899,20.292,17.473,10.845,8.747,8.971,4.925,21.215,5.808,7.316,7.13,12.763,49.396,11.517,11.561,10.572,8.414,25.794,9.086,8.228,5.994,37.185,4.382,6.868,4.568,9.294,33.652,24.144,102.409,23.248,21.537,74.19
370.68,12.015,11.594,10.024,11.528,11.353,10.576,16.737,14.718,12.037,15.002,13.126,9.892,16.77,19.002,13.678,17.279,9.903,12.984,17.826,18.296,20.961,27.105,18.242,19.795,18.783,11.813,8.76,9.969,5.41,21.404,6.363,8.119,8.989,13.465,49.428,11.293,11.681,11.408,9.29,26.219,9.794,7.928,5.75,38.704,4.766,7.671,5.947,10.133,33.929,25.267,104.366,23.943,22.63,75.598
370.9,11.139,10.711,9.324,10.357,10.994,9.757,16.757,13.254,11.391,14.899,12.574,9.436,16.698,18.899,13.613,16.612,9.666,12.821,17.416,18.122,21.823,26.209,17.11,18.99,19.076,11.016,8.124,8.595,4.633,21.411,6.758,7.953,8.145,13.704,49.173,11.214,10.839,11.675,8.89,26.675,9.848,7.401,5.703,38.81,4.37,8.558,6.533,9.077,33.592,24.57,102.49,22.857,22.546,75.371
371.12,11.686,10.823,8.596,11.314,11.696,10.175,17.651,14.049,11.926,15.236,12.721,9.239,16.935,19.251,14.295,17.27,10.002,12.339,17.991,18.457,21.756,26.278,17.542,18.823,19.084,12.015,10.007,9.751,5.221,21.39,7.2,9.056,9.448,13.364,48.588,11.675,12.02,12.465,8.094,26.749,10.99,8.282,7.576,39.025,4.753,9.213,7.482,9.364,34.143,25.63,101.799,23.675,23.209,74.851
371.34,11.69,10.704,8.095,11.466,11.33,10.527,17.953,13.736,11.842,15.004,12.191,8.997,17.473,19.107,13.851,17.348,8.836,12.385,18.058,18.6,20.876,25.714,17.04,18.438,17.979,11.215,9.979,8.815,6.339,21.34,6.884,8.136,8.81,13.392,48.682,11.002,11.67,11.476,7.99,26.048,10.73,8.027,7.536,39.596,4.28,9.112,7.766,8.736,34.343,25.046,102.369,23.021,23.376,75.779
371.56,12.245,11.079,8.732,12.374,11.997,10.749,18.238,13.967,12.487,15.102,12.693,9.846,19.146,19.827,14.349,18.119,9.568,12.745,18.243,19.956,21.384,25.794,17.795,19.203,18.501,11.275,10.702,10.192,6.251,21.379,7.618,8.743,10.378,14.323,49.665,11.058,12.209,12.776,8.098,26.424,11.693,8.438,7.665,40.737,4.972,9.846,9.274,9.784,34.507,25.377,102.728,24.02,23.638,76.609
371.78,12.195,11.433,9.235,13.355,12.041,10.365,17.628,13.769,12.629,14.336,12.741,9.189,20.06,19.135,14.321,18.609,9.358,12.91,17.464,19.059,20.571,25.989,18.287,18.951,18.864,10.84,10.636,10.707,6.359,22.197,7.211,9.057,10.39,15.026,49.872,10.436,12.43,13.053,8.162,26.255,11.597,8.898,7.119,40.049,4.942,10.615,9.271,10.043,33.038,25.156,102.336,24.134,23.674,76.653
372,12.003,9.349,8.336,11.993,10.924,9.835,16.202,12.249,10.188,13.369,11.124,8.096,17.527,17.782,12.382,17.281,8.254,12.576,17.026,18.867,20.508,24.032,17.767,18.192,17.164,9.738,10.408,9.64,7.198,21.547,5.754,8.572,8.894,13.671,49.102,8.362,10.653,12.208,6.444,25.265,9.835,7.994,6.429,39.349,3.918,10.433,7.717,8.495,32.725,24.247,101.903,22.968,23.137,76.034
372.21,12.52,9.962,8.909,12.951,11.241,10.012,16.764,13.694,11.677,14.336,12.134,8.532,17.707,18.243,13.182,17.752,8.271,13.93,17.25,18.795,20.882,24.167,18.354,18.86,18.023,10.273,11.111,10.428,7.45,22.116,5.984,8.939,10.137,14.221,49.99,8.462,11.146,12.495,6.335,25.176,9.811,8.683,6.987,40.113,4.62,10.724,8.297,9.124,32.974,24.87,101.149,24.057,22.748,76.726
372.43,12.816,11.139,9.477,13.111,11.849,10.868,17.796,13.087,12.628,14.832,11.953,8.575,17.061,18.092,13.323,17.332,9.265,14.32,18.807,19.463,20.365,24.689,18.402,19.354,17.855,10.148,11.489,10.261,8.385,23.639,6.805,9.596,10.266,14.793,50.636,8.792,11.548,13.018,6.992,25.794,10.429,9.073,7.041,40.039,5.483,10.414,8.609,9.389,32.617,25.202,99.995,23.693,22.988,77.15
372.65,13.348,11.966,10.35,13.762,13.017,10.92,18.311,13.908,12.934,15.796,10.886,9.192,18.044,18.618,13.547,17.022,9.557,13.981,18.837,19.372,20.17,24.788,18.861,20.029,18.589,10.837,11.898,11.27,7.731,23.202,8.029,9.927,10.754,15.669,51.036,9.406,11.309,13.387,7.041,26.136,9.81,8.813,7.426,39.883,5.942,11.114,9.095,9.333,32.594,25.912,99.976,23.445,23.075,76.813
372.87,12.954,12.311,9.552,12.799,12.625,10.598,18.239,12.983,12.891,15.548,10.593,8.289,17.716,18.147,12.92,16.724,9.136,13.511,18.49,19.289,20.973,24.699,18.224,18.243,17.856,10.506,11.256,11.435,7.538,22.391,7.428,9.315,10.661,15.345,50.936,8.947,10.665,13.153,6.421,25.096,10.53,8.226,6.059,39.589,5.729,10.031,9.006,9.001,32.107,25.105,99.995,22.937,22.55,77.28
373.09,11.562,11.108,8.99,12.235,12.23,10.03,16.978,12.573,11.991,15.985,10.56,7.983,18.051,16.925,12.048,15.637,8.537,13.051,17.794,18.261,20.342,24.197,17.555,18.08,17.078,10.226,10.536,10.063,7.669,21.892,6.68,8.57,9.586,14.606,50.379,8.575,10.431,12.54,4.991,24.355,9.768,7.993,5.411,38.827,6.203,8.971,8.422,8.498,31.459,24.221,99.513,22.584,22.012,77.263
373.31,11.675,11.175,8.852,11.547,13.106,9.62,17.27,12.491,12.772,15.467,10.946,7.383,18.272,17.094,12.095,15.543,8.313,12.505,17.575,17.532,20.113,24.658,17.418,18.052,17.218,10.965,10.23,9.897,7.525,21.644,5.847,8.003,10.049,14.342,51.033,8.556,10.574,12.219,4.712,24.496,9.868,8.881,5.48,37.912,6.038,8.06,8.003,8.18,30.885,23.728,100.243,22.669,21.973,76.434
373.53,10.968,10.698,9.003,11.403,13.524,8.97,16.889,11.838,13.107,15.393,10.873,7.365,17.642,16.605,11.919,15.952,8.037,12.359,17.765,16.742,19.535,24.136,17.041,17.807,16.785,10.054,9.306,9.301,7.36,21.571,5.78,6.982,9.387,15.038,51.349,8.951,10.106,11.512,5.997,24.392,10.494,8.563,4.653,37.371,6.206,7.678,7.498,8.019,31.016,23.294,100.478,22.659,21.665,75.85
