250.0	 106100.0 
  255.0	 108750.0 
  260.0	 116400.0 
  265.0	 126550.0 
  270.0	 136100.0 
  275.0	 137900.0 
  280.0	 131900.0 
  285.0	 119400.0 
  290.0	 104800.0 
  295.0	 83730.0 
  300.0	 65970.0 
  305.0	 62150.0 
  310.0	 63350.0 
  315.0	 70710.0 
  320.0	 78750.0 
  325.0	 87885.0 
  330.0	 97510.0 
  335.0	 104250.0 
  340.0	 107900.0 
  345.0	 109550.0 
  350.0	 106600.0 
  355.0	 102650.0 
  360.0	 94740.0 
  365.0	 89160.0 
  370.0	 88180.0 
  375.0	 97040.0 
  380.0	 109600.0 
  385.0	 130250.0 
  390.0	 167700.0 
  395.0	 221850.0 
  400.0	 266200.0 
  405.0	 331450.0 
  410.0	 466800.0 
  415.0	 523100.0 
  420.0	 480400.0 
  425.0	 351100.0 
  430.0	 246100.0 
  435.0	 149050.0 
  440.0	 102600.0 
  445.0	 78880.0 
  450.0	 62820.0 
  455.0	 51525.0 
  460.0	 44480.0 
  465.0	 38440.0 
  470.0	 33210.0 
  475.0	 29480.0 
  480.0	 26630.0 
  485.0	 24925.0 
  490.0	 23680.0 
  495.0	 22155.0 
  500.0	 20930.0 
  505.0	 20185.0 
  510.0	 20040.0 
  515.0	 20715.0 
  520.0	 24200.0 
  525.0	 30885.0 
  530.0	 39960.0 
  535.0	 48335.0 
  540.0	 53240.0 
  545.0	 50985.0 
  550.0	 43020.0 
  555.0	 35650.0 
  560.0	 32610.0 
  565.0	 35210.0 
  570.0	 44500.0 
  575.0	 54425.0 
  580.0	 50100.0 
  585.0	 30620.0 
  590.0	 14400.0 
  595.0	 6681.5 
  600.0	 3200.0 
  605.0	 1958.5 
  610.0	 1506.0 
  615.0	 1166.5 
  620.0	 942.0 
  625.0	 740.8 
  630.0	 610.0 
  635.0	 495.6 
  640.0	 442.0 
  645.0	 397.7 
  650.0	 368.0 
  655.0	 340.3 
  660.0	 319.6 
  665.0	 305.6 
  670.0	 294.0 
  675.0	 283.8 
  680.0	 277.6 
  685.0	 273.6 
  690.0	 276.0 
  695.0	 280.6 
  700.0	 290.0 
  705.0	 300.4 
  710.0	 314.0 
  715.0	 328.6 
  720.0	 348.0 
  725.0	 368.2 
  730.0	 390.0 
  735.0	 413.2 
  740.0	 446.0 
  745.0	 480.4 
  750.0	 518.0 
  755.0	 555.2 
  760.0	 586.0 
  765.0	 616.4 
  770.0	 650.0 
  775.0	 683.2 
  780.0	 710.0 
  785.0	 735.4 
  790.0	 756.0 
  795.0	 779.2 
  800.0	 816.0 
  805.0	 840.0 
  810.0	 864.0 
  815.0	 883.6 
  820.0	 916.0 
  825.0	 950.6 
  830.0	 974.0 
  835.0	 996.3 
  840.0	 1022.0 
  845.0	 1046.5 
  850.0	 1058.0 
  855.0	 1069.5 
  860.0	 1092.0 
  865.0	 1114.5 
  870.0	 1128.0 
  875.0	 1140.5 
  880.0	 1154.0 
  885.0	 1167.5 
  890.0	 1178.0 
  895.0	 1188.0 
  900.0	 1198.0 
  905.0	 1207.5 
  910.0	 1214.0 
  915.0	 1220.0 
  920.0	 1224.0 
  925.0	 1227.0 
  930.0	 1222.0 
  935.0	 1216.5 
  940.0	 1214.0 
  945.0	 1211.0 
  950.0	 1204.0 
  955.0	 1196.0 
  960.0	 1186.0 
  965.0	 1175.5 
  970.0	 1162.0 
  975.0	 1147.5 
  980.0	 1128.0 
  985.0	 1107.0 
  990.0	 1080.0 
  995.0	 1052.0 
  1000.0	 1024.0
